ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E02205,内国法人・組合,上場,有,9885,3月31日,株式会社ミツバ,MITSUBA Corporation,カブシキガイシャミツバ,桐生市広沢町一丁目２６８１番地,電気機器,72800,1070001016632
E02206,内国法人・組合（有価証券報告書等の提出義務者以外）,,,4500,,アスモ株式会社,,アスモカブシキガイシャ,湖西市梅田３９０番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,5080401005932
E02207,内国法人・組合,非上場,有,693,3月31日,キーパー株式会社,"KEEPER. CO., LTD.",キーパーカブシキガイシャ,藤沢市辻堂神台２丁目４番３６号,輸送用機器,,8021001004625
E02210,内国法人・組合,上場,有,9040,3月31日,株式会社タチエス,"TACHI-S CO.,LTD.",カブシキガイシャタチエス,昭島市松原町３丁目３番７号,輸送用機器,72390,6012801002309
E02213,内国法人・組合,上場,有,284382,3月31日,三菱自動車工業株式会社,MITSUBISHI MOTORS CORPORATION,ミツビシジドウシャコウギョウカブシキガイシャ,港区芝五丁目３３番８号,輸送用機器,72110,7010401029044
E02214,内国法人・組合,上場,有,14494,3月31日,日本精機株式会社,"NIPPON SEIKI CO.,LTD.",ニッポンセイキカブシキガイシャ,長岡市東蔵王２丁目２番３４号,輸送用機器,72870,3110001023135
E02216,内国法人・組合,上場,有,3206,3月31日,日本プラスト株式会社,"NIHON PLAST CO.,LTD.",ニホンプラストカブシキガイシャ,富士宮市山宮３５０７番地１５,輸送用機器,72910,2080101012372
E02217,内国法人・組合,上場,有,3165,3月31日,株式会社村上開明堂,MURAKAMI CORPORATION,カブシキガイシャムラカミカイメイドウ,静岡市葵区伝馬町１１番地５,輸送用機器,72920,3080001005194
E02219,内国法人・組合,上場,有,6200,3月31日,株式会社ヨロズ,YOROZU CORPORATION,カブシキガイシャヨロズ,横浜市港北区樽町３丁目７番６０号,輸送用機器,72940,7020001030517
E02221,内国法人・組合,上場,有,4175,3月31日,株式会社エフ・シー・シー,"F.C.C.CO.,LTD.",カブシキガイシャエフシーシー,浜松市北区細江町中川７０００番地の３６,輸送用機器,72960,5080401010065
E02222,内国法人・組合,上場,有,3240,3月31日,株式会社エイチワン,"H-ONE CO.,LTD.",カブシキガイシャエイチワン,さいたま市大宮区桜木町一丁目１１番地５,金属製品,59890,3030001011684
E02223,内国法人・組合,上場,有,1637,3月31日,株式会社カーメイト,"CAR MATE MFG.CO.,LTD",カブシキガイシャカーメイト,豊島区長崎５－３３－１１,輸送用機器,72970,3013301021082
E02224,内国法人・組合,上場,有,3685,3月31日,八千代工業株式会社,"YACHIYO INDUSTRY CO., LTD.",ヤチヨコウギョウカブシキガイシャ,狭山市柏原３９３番地,輸送用機器,72980,2030001026675
E02225,内国法人・組合,上場,有,3018,3月31日,フジオーゼックス株式会社,FUJI OOZX Inc.,フジオーゼックスカブシキカイシャ,菊川市三沢１５００番地の６０,輸送用機器,72990,4080401014950
E02226,内国法人・組合,上場,無,2298,3月31日,株式会社イクヨ,"IKUYO CO.,LTD.",カブシキガイシャイクヨ,厚木市上依知３０１９番地,輸送用機器,72730,9021001023731
E02227,内国法人・組合,上場,有,2142,3月31日,株式会社安永,YASUNAGA CORPORATION,カブシキガイシャヤスナガ,伊賀市緑ヶ丘中町３８６０番地,輸送用機器,72710,1190001008733
E02228,内国法人・組合,上場,有,4656,3月31日,株式会社ジーテクト,G-TEKT CORPORATION,カブシキガイシャジーテクト,さいたま市大宮区桜木町一丁目１１番地２０,金属製品,59700,9030001023377
E02229,内国法人・組合,上場,有,4790,3月31日,株式会社エフテック,F-TECH INC.,カブシキガイシャエフテック,久喜市菖蒲町昭和沼１９番地,輸送用機器,72120,6030001031085
E02230,内国法人・組合,上場,無,715,3月31日,株式会社タツミ,TATSUMI Corporation,カブシキカイシャタツミ,足利市南大町４４３,輸送用機器,72680,7060001018855
E02231,内国法人・組合,上場,有,6297,3月31日,株式会社今仙電機製作所,"Imasen Electric Industrial Co.,Ltd.",カブシキガイシャイマセンデンキセイサクショ,犬山市字柿畑一番地,輸送用機器,72660,1180001080700
E02232,内国法人・組合,上場,無,601,10月31日,エイケン工業株式会社,"EIKEN INDUSTRIES CO.,LTD",エイケンコウギョウカブシキガイシャ,御前崎市門屋１３７０,輸送用機器,72650,7080401014989
E02233,内国法人・組合,上場,有,903,11月30日,アスカ株式会社,ASKA CORPORATION,アスカカブシキガイシャ,刈谷市一里山町東吹戸１１番地,輸送用機器,72270,1180301013673
E02234,内国法人・組合,上場,有,1095,3月31日,株式会社ムロコーポレーション,MURO CORPORATION,カブシキガイシャムロコーポレーション,宇都宮市清原工業団地７ー１,輸送用機器,72640,7010901011914
E02235,内国法人・組合,上場,有,3694,3月31日,日信工業株式会社,"NISSIN KOGYO CO.,LTD.",ニッシンコウギョウカブシキガイシャ,東御市加沢８０１番地,輸送用機器,72300,2100001010135
E02236,内国法人・組合,上場,有,1754,3月31日,株式会社ユタカ技研,"YUTAKA GIKEN CO.,LTD.",カブシキガイシャユタカギケン,浜松市東区豊町５０８番地の１,輸送用機器,72290,8080401005665
E02237,内国法人・組合,上場,有,3006,3月31日,武蔵精密工業株式会社,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",ムサシセイミツコウギョウカブシキガイシャ,豊橋市植田町字大膳３９番地の５,輸送用機器,72200,6180301007357
E02238,内国法人・組合,上場,有,878,8月31日,株式会社エッチ・ケー・エス,"HKS CO.,LTD.",カブシキガイシャ　エッチ　ケー　エス,富士宮市上井出２２６６番地,輸送用機器,72190,7080101011279
E02241,内国法人・組合,上場,有,500,3月31日,田中精密工業株式会社,"TANAKA SEIMITSU KOGYO CO.,LTD.",タナカセイミツコウギョウカブシキガイシャ,富山市新庄本町二丁目７番１０号,輸送用機器,72180,6230001001654
E02242,内国法人・組合,上場,有,217,3月31日,株式会社テイン,"TEIN,INC.",カブシキガイシャテイン,横浜市戸塚区上矢部町３５１５－４,輸送用機器,72170,1020001033780
E02244,内国法人・組合,非上場,有,2000,3月31日,株式会社山田製作所,"YAMADA MANUFACTURING CO., LTD.",カブシキガイシャ　ヤマダセイサクショ,桐生市広沢町１－２７５７,輸送用機器,,9070001016708
E02245,内国法人・組合,上場,有,2760,3月31日,株式会社アルファ,ALPHA Corporation,カブシキガイシャアルファ,横浜市金沢区福浦一丁目６番８号,金属製品,34340,1020001005862
E02246,内国法人・組合,上場,有,2291,3月31日,株式会社ファルテック,"FALTEC Co.,Ltd.",カブシキガイシャファルテック,川崎市幸区堀川町５８０番地,輸送用機器,72150,2020001077174
E02247,内国法人・組合,上場,有,838,3月31日,ＧＭＢ株式会社,GMB CORPORATION,ジーエムビーカブシキガイシャ,磯城郡川西町大字吐田１５０番地３,輸送用機器,72140,2150001011467
E02248,内国法人・組合,上場,有,556,3月31日,株式会社カネミツ,KANEMITSU CORPORATION,カブシキガイシャカネミツ,明石市大蔵本町２０番２６号,輸送用機器,72080,8140001034728
E02249,内国法人・組合,非上場,有,41862,3月31日,タカタ株式会社,Takata Corporation,タカタカブシキガイシャ,港区赤坂二丁目１２番３１号,輸送用機器,,5010401052766
E02251,内国法人・組合,上場,有,4949,3月31日,昭和飛行機工業株式会社,"Showa Aircraft Industry Co., Ltd.",ショウワヒコウキコウギョウカブシキカイシャ,昭島市田中町６００番地,輸送用機器,74040,8012801007000
E02252,内国法人・組合,上場,有,15981,3月31日,新明和工業株式会社,"ShinMaywa Industries, Ltd.",シンメイワコウギョウカブシキガイシャ,宝塚市新明和町１番１号,輸送用機器,72240,7140001082323
E02254,内国法人・組合,上場,有,5359,3月31日,株式会社ジャムコ,JAMCO CORPORATION,カブシキガイシャジャムコ,三鷹市大沢六丁目１１番２５号,輸送用機器,74080,6012401012609
E02255,内国法人・組合,上場,有,10311,3月31日,住友精密工業株式会社,"SUMITOMO PRECISION PRODUCTS CO., LTD.",スミトモセイミツコウギョウカブシキガイシャ,尼崎市扶桑町１番１０号,機械,63550,4140001049416
E02257,内国法人・組合,上場,有,35613,12月31日,株式会社シマノ,SHIMANO INC.,カブシキガイシャシマノ,堺市堺区老松町３丁７７番地,輸送用機器,73090,3120101003399
E02258,内国法人・組合,上場,有,3940,3月31日,新家工業株式会社,"ARAYA INDUSTRIAL CO.,LTD.",アラヤコウギョウカブシキガイシャ,大阪市中央区南船場二丁目１２番１２号,鉄鋼,73050,4120001077344
E02261,内国法人・組合,非上場,無,50,6月30日,株式会社ツノダ,"TSUNODA CO.,LTD.",カブシキガイシャツノダ,小牧市大字三ツ渕字東播州１６０４番地１,不動産業,,4180001076159
E02265,内国法人・組合,上場,有,26648,3月31日,株式会社　島津製作所,Shimadzu Corporation,カブシキガイシャ　シマヅセイサクショ,京都市中京区西ノ京桑原町１,精密機器,77010,6130001021068
E02266,内国法人・組合,上場,有,7218,3月31日,東京計器株式会社,TOKYO KEIKI INC.,トウキョウケイキ　カブシキガイシャ,大田区南蒲田２丁目１６番４６号,精密機器,77210,3010801008436
E02267,内国法人・組合,上場,有,3218,3月31日,愛知時計電機株式会社,,アイチトケイデンキカブシキガイシャ,名古屋市熱田区千年一丁目２番７０号,精密機器,77230,3180001021396
E02269,内国法人・組合,上場,有,1875,3月31日,黒田精工株式会社,KURODA PRECISION INDUSTRIES LTD.,クロダセイコウカブシキガイシャ,川崎市幸区堀川町５８０番地１６,機械,77260,7020001070810
E02270,内国法人・組合,上場,有,2200,3月31日,株式会社オーバル,OVAL Corporation,カブシキガイシャオーバル,新宿区上落合三丁目１０番８号,精密機器,77270,4011101003936
E02271,内国法人・組合,上場,有,65475,3月31日,株式会社ニコン,NIKON CORPORATION,カブシキガイシャニコン,港区港南２丁目１５番３号,精密機器,77310,5010001008763
E02272,内国法人・組合,上場,有,124520,3月31日,オリンパス株式会社,OLYMPUS CORPORATION,オリンパスカブシキガイシャ,八王子市石川町２９５１番地,精密機器,77330,5011001005222
E02274,内国法人・組合,上場,有,174762,12月31日,キヤノン株式会社,CANON INC.,キヤノンカブシキガイシャ,大田区下丸子三丁目３０番２号,電気機器,77510,6010801003186
E02275,内国法人・組合,上場,有,135364,3月31日,株式会社リコー,"RICOH COMPANY,LTD.",カブシキガイシャリコー,大田区中馬込一丁目３番６号,電気機器,77520,2010801012579
E02280,内国法人・組合,上場,有,10000,3月31日,セイコーホールディングス株式会社,SEIKO HOLDINGS CORPORATION,セイコーホールディングスカブシキガイシャ,中央区銀座４丁目５番１１号,精密機器,80500,9010001034797
E02281,内国法人・組合,上場,有,32648,3月31日,シチズン時計株式会社,"Citizen Watch Co., Ltd.",シチズントケイカブシキガイシャ,西東京市田無町六丁目１番１２号,精密機器,77620,5012701004744
E02282,内国法人・組合,上場,有,1563,3月31日,ジェコー株式会社,"JECO CO.,LTD.",ジェコーカブシキガイシャ,行田市富士見町１丁目４番地１,精密機器,77680,6030001086906
E02285,内国法人・組合,上場,有,2565,3月31日,理研計器株式会社,"RIKEN KEIKI CO.,LTD",リケンケイキカブシキガイシャ,板橋区小豆沢２丁目７番６号,精密機器,77340,3011401006846
E02286,内国法人・組合,上場,有,4292,3月31日,株式会社チノー,Chino Corporation,カブシキガイシャチノー,板橋区熊野町３２番８号,電気機器,68500,9011401004118
E02287,内国法人・組合,上場,有,1609,3月31日,株式会社セコニックホールディングス,SEKONIC HOLDINGS CORPORATION,カブシキガイシャセコニックホールディングス,世田谷区池尻三丁目１番３号,機械,77580,8011601003630
